,ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
147,PEARCGE01,1946,George,Pearcy,DE1,N,37,0.0,2.54,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.84,3.51,0.84,1.19,0.86,0.0,0.0
148,PEARCHE01,1946,Henry,Pearcy,DE1,N,29,0.0,2.52,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.69,3.72,0.83,1.17,0.86,0.0,0.0
149,PUTMADO01,1946,Don,Putman,ST1,N,58,0.0,6.55,0.0,0.0,0.0,0.52,0.0,0.0,0.0,1.83,10.95,2.69,1.81,1.17,0.0,0.0
150,RENSBRO01,1946,Rob,Rensberger,CH1,N,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.33,0.0,0.0,0.0,0.0,0.0
151,RIEBEME01,1946,Mel,Riebe,CL1,N,55,0.0,12.05,0.0,0.0,0.0,1.22,0.0,0.0,0.0,3.07,16.33,5.02,3.15,2.02,0.0,0.0
152,ROSENAL01,1946,Alexander,Rosenberg,PH1,N,51,0.0,2.94,0.0,0.0,0.0,0.53,0.0,0.0,0.0,1.25,5.63,1.18,0.96,0.59,0.0,0.0
153,ROSENHA01,1946,Hank,Rosenstein,TOT,N,60,0.0,6.37,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.87,6.5,1.98,3.75,2.4,0.0,0.0
154,ROSENHA01,1946,Hank,Rosenstein,NYK,N,31,0.0,4.29,0.0,0.0,0.0,0.61,0.0,0.0,0.0,2.29,4.68,1.23,3.06,1.84,0.0,0.0
155,ROSENHA01,1946,Hank,Rosenstein,PRO,N,29,0.0,8.59,0.0,0.0,0.0,0.59,0.0,0.0,0.0,3.48,8.45,2.79,4.48,3.0,0.0,0.0
156,ROTHEIR01,1946,Irv,Rothenberg,CL1,N,29,0.0,3.52,0.0,0.0,0.0,0.52,0.0,0.0,0.0,2.14,5.76,1.24,1.86,1.03,0.0,0.0
157,ROTTNMI01,1946,Mickey,Rottner,CH1,N,56,0.0,7.55,0.0,0.0,0.0,1.66,0.0,0.0,0.0,1.95,11.7,3.39,1.41,0.77,0.0,0.0
158,ROUXGI01,1946,Giff,Roux,ST1,N,60,0.0,5.9,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.58,7.97,2.37,2.67,1.17,0.0,0.0
159,RULLOJE01,1946,Jerry,Rullo,PH1,N,50,0.0,2.54,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.22,3.48,1.04,0.94,0.46,0.0,0.0
160,SADOWED01,1946,Ed,Sadowski,TOT,N,53,0.0,16.55,0.0,0.0,0.0,0.87,0.0,0.0,0.0,3.66,16.81,6.21,6.19,4.13,0.0,0.0
161,SADOWED01,1946,Ed,Sadowski,TO1,N,10,0.0,19.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,4.2,20.9,7.3,6.6,4.5,0.0,0.0
162,SADOWED01,1946,Ed,Sadowski,CL1,N,43,0.0,15.95,0.0,0.0,0.0,0.88,0.0,0.0,0.0,3.53,15.86,5.95,6.09,4.05,0.0,0.0
163,SAILOKE01,1946,Kenny,Sailors,CL1,N,58,0.0,9.95,0.0,0.0,0.0,2.31,0.0,0.0,0.0,3.05,12.78,3.95,3.45,2.05,0.0,0.0
164,SCHARBE01,1946,Ben,Scharnus,CL1,N,51,0.0,2.02,0.0,0.0,0.0,0.37,0.0,0.0,0.0,1.63,3.24,0.65,1.16,0.73,0.0,0.0
165,SCHECOS01,1946,Ossie,Schectman,NYK,N,54,0.0,8.06,0.0,0.0,0.0,2.02,0.0,0.0,0.0,2.13,10.89,3.0,3.31,2.06,0.0,0.0
166,SCHOOMI01,1946,Milt,Schoon,DE1,N,41,0.0,2.93,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1.83,4.85,1.05,1.95,0.83,0.0,0.0
167,SCHULDI01,1946,Dick,Schulz,CL1,N,16,0.0,6.62,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.81,11.0,2.69,1.94,1.25,0.0,0.0
168,SCHULDI01,1946,Dick,Schulz,TOT,N,57,0.0,6.21,0.0,0.0,0.0,0.98,0.0,0.0,0.0,2.16,9.61,2.28,2.42,1.65,0.0,0.0
169,SCHULDI01,1946,Dick,Schulz,TO1,N,41,0.0,6.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,2.29,9.07,2.12,2.61,1.8,0.0,0.0
170,SCOLAFR01,1946,Freddie,Scolari,WSC,N,58,0.0,12.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.74,17.05,5.02,3.1,2.52,0.0,0.0
171,SEMINJI01,1946,Jim,Seminoff,CH1,N,60,0.0,7.32,0.0,0.0,0.0,1.05,0.0,0.0,0.0,2.58,9.77,3.07,2.17,1.18,0.0,0.0
172,SENESGE01,1946,George,Senesky,PH1,N,58,0.0,6.31,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.43,9.16,2.45,2.14,1.41,0.0,0.0
173,SHABANI01,1946,Nick,Shaback,CL1,N,53,0.0,4.57,0.0,0.0,0.0,0.55,0.0,0.0,0.0,1.42,7.26,1.92,1.0,0.72,0.0,0.0
174,SHANNEA01,1946,Earl,Shannon,PRO,N,57,0.0,12.05,0.0,0.0,0.0,1.47,0.0,0.0,0.0,2.96,12.67,4.3,6.11,3.46,0.0,0.0
175,SHEABO01,1946,Bob,Shea,PRO,N,43,0.0,2.16,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.98,3.56,0.86,0.77,0.44,0.0,0.0
176,SHEFFFR01,1946,Fred,Sheffield,PH1,N,22,0.0,3.36,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1.55,6.64,1.32,1.18,0.73,0.0,0.0
177,SIEWERA01,1946,Ralph,Siewert,SL1,N,7,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.86,0.14,0.71,0.29,0.0,0.0
178,SIEWERA01,1946,Ralph,Siewert,TOT,N,21,0.0,0.95,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.86,2.1,0.29,0.71,0.38,0.0,0.0
179,SIEWERA01,1946,Ralph,Siewert,TO1,N,14,0.0,1.14,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.71,2.21,0.36,0.71,0.43,0.0,0.0
180,SIMMOCO01,1946,Connie,Simmons,BOS,N,60,0.0,10.33,0.0,0.0,0.0,1.03,0.0,0.0,0.0,2.17,12.8,4.1,3.15,2.13,0.0,0.0
181,SIMMOJO01,1946,Johnny,Simmons,BOS,N,60,0.0,5.3,0.0,0.0,0.0,0.48,0.0,0.0,0.0,1.3,7.15,2.0,2.12,1.3,0.0,0.0
182,SMAWLBE01,1946,Belus,Smawley,ST1,N,22,0.0,11.91,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.68,16.0,5.14,2.14,1.64,0.0,0.0
183,SMITHDE02,1946,Deb,Smith,ST1,N,48,0.0,1.52,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.98,2.48,0.67,0.44,0.19,0.0,0.0
184,SOVRAGI01,1946,Gino,Sovran,TOR,N,6,0.0,1.83,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.83,2.5,0.83,0.33,0.17,0.0,0.0
185,SPECTAR01,1946,Art,Spector,BOS,N,55,0.0,5.98,0.0,0.0,0.0,0.84,0.0,0.0,0.0,2.36,8.36,2.24,2.73,1.51,0.0,0.0
186,SPICELO01,1946,Lou,Spicer,PRO,N,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.75,0.0,0.5,0.25,0.0,0.0
187,STOLKAR01,1946,Art,Stolkey,DE1,N,23,0.0,4.43,0.0,0.0,0.0,1.65,0.0,0.0,0.0,3.13,7.13,1.57,1.91,1.3,0.0,0.0
188,STUTZST01,1946,Stan,Stutz,NYK,N,60,0.0,7.95,0.0,0.0,0.0,0.82,0.0,0.0,0.0,2.12,10.68,2.87,2.83,2.22,0.0,0.0
189,SYDNOWA01,1946,Wallace,Sydnor,CH1,N,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.73,0.33,0.67,0.33,0.0,0.0
190,TORGOIR01,1946,Irv,Torgoff,WSC,N,58,0.0,8.45,0.0,0.0,0.0,0.52,0.0,0.0,0.0,2.98,11.79,3.22,2.74,2.0,0.0,0.0
191,VANBRBU01,1946,Butch,Vanbredakolff,NYK,N,16,0.0,1.56,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.62,2.12,0.44,1.06,0.69,0.0,0.0
192,VAUGHVI01,1946,Virgil,Vaughn,BOS,N,17,0.0,2.65,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.06,4.59,0.88,1.65,0.88,0.0,0.0
193,WALLAMI01,1946,Michael,Wallace,BOS,N,24,0.0,5.46,0.0,0.0,0.0,0.83,0.0,0.0,0.0,1.75,9.33,2.29,2.0,0.88,0.0,0.0
194,WALLAMI01,1946,Michael,Wallace,TOT,N,61,0.0,9.11,0.0,0.0,0.0,0.95,0.0,0.0,0.0,2.74,13.26,3.69,3.21,1.74,0.0,0.0
195,WALLAMI01,1946,Michael,Wallace,TO1,N,37,0.0,11.49,0.0,0.0,0.0,1.03,0.0,0.0,0.0,3.38,15.81,4.59,4.0,2.3,0.0,0.0
196,WEBERFO01,1946,Forest,Weber,TOT,N,50,0.0,3.46,0.0,0.0,0.0,0.08,0.0,0.0,0.0,2.22,4.04,1.18,1.58,1.1,0.0,0.0
197,WEBERFO01,1946,Forest,Weber,NYK,N,11,0.0,1.82,0.0,0.0,0.0,0.09,0.0,0.0,0.0,1.82,2.18,0.64,0.73,0.55,0.0,0.0
198,WEBERFO01,1946,Forest,Weber,PRO,N,39,0.0,3.92,0.0,0.0,0.0,0.08,0.0,0.0,0.0,2.33,4.56,1.33,1.82,1.26,0.0,0.0
199,WERTIRA01,1946,Ray,Wertis,TO1,N,18,0.0,5.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.61,9.5,2.11,2.06,1.28,0.0,0.0
200,WERTIRA01,1946,Ray,Wertis,TOT,N,61,0.0,3.51,0.0,0.0,0.0,0.64,0.0,0.0,0.0,1.34,6.0,1.3,1.49,0.92,0.0,0.0
201,WERTIRA01,1946,Ray,Wertis,CL1,N,43,0.0,2.67,0.0,0.0,0.0,0.49,0.0,0.0,0.0,1.23,4.53,0.95,1.26,0.77,0.0,0.0
202,ZASLOMA01,1946,Max,Zaslofsky,CH1,N,61,0.0,14.38,0.0,0.0,0.0,0.66,0.0,0.0,0.0,1.98,16.72,5.51,4.56,3.36,0.0,0.0
203,ZELLEHA01,1946,Hank,Zeller,PIT,N,48,0.0,7.54,0.0,0.0,0.0,0.65,0.0,0.0,0.0,3.69,7.96,2.5,3.69,2.54,0.0,0.0
204,ABRAMJO01,1947,John,Abramovic,BA1,N,5,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,2.2,0.0,0.6,0.4,0.0,0.0
205,ABRAMJO01,1947,John,Abramovic,SL1,N,4,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.25,2.5,0.25,1.0,0.5,0.0,0.0
206,ABRAMJO01,1947,John,Abramovic,TOT,N,9,0.0,0.67,0.0,0.0,0.0,0.22,0.0,0.0,0.0,1.11,2.33,0.11,0.78,0.44,0.0,0.0
207,BEENDHA01,1947,Hank,Beenders,PH1,N,24,0.0,2.5,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1.29,2.88,0.96,1.0,0.58,0.0,0.0
208,BEENDHA01,1947,Hank,Beenders,PRO,N,21,0.0,6.81,0.0,0.0,0.0,0.29,0.0,0.0,0.0,3.24,9.52,2.52,2.76,1.76,0.0,0.0
209,BEENDHA01,1947,Hank,Beenders,TOT,N,45,0.0,4.51,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2.2,5.98,1.69,1.82,1.13,0.0,0.0
210,BLOOMMI01,1947,Mike,Bloom,BOS,N,14,0.0,9.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.64,12.07,3.29,4.07,2.64,0.0,0.0
211,BLOOMMI01,1947,Mike,Bloom,BA1,N,34,0.0,11.15,0.0,0.0,0.0,0.71,0.0,0.0,0.0,2.32,13.85,3.76,5.06,3.62,0.0,0.0
212,BLOOMMI01,1947,Mike,Bloom,TOT,N,48,0.0,10.58,0.0,0.0,0.0,0.79,0.0,0.0,0.0,2.42,13.33,3.62,4.77,3.33,0.0,0.0
213,BRAUNCA01,1947,Carl,Braun,NYK,N,47,0.0,14.28,0.0,0.0,0.0,1.3,0.0,0.0,0.0,2.17,18.17,5.87,3.89,2.53,0.0,0.0
214,BROWNST01,1947,Stan,Brown,PH1,N,19,0.0,2.63,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.84,3.74,1.0,1.0,0.63,0.0,0.0
215,BYRNETO01,1947,Tommy,Byrnes,NYK,N,47,0.0,6.36,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1.19,8.72,2.49,2.19,1.38,0.0,0.0
216,CALVEER01,1947,Ernie,Calverley,PRO,N,47,0.0,11.89,0.0,0.0,0.0,2.53,0.0,0.0,0.0,3.57,17.77,4.81,3.43,2.28,0.0,0.0
217,CONNOCH01,1947,Chuck,Connors,BOS,N,4,0.0,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.25,3.25,1.25,0.75,0.5,0.0,0.0
218,CROSSFR01,1947,Francis,Crossin,PH1,N,39,0.0,1.82,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.72,3.1,0.74,0.59,0.33,0.0,0.0
219,DALLMHO01,1947,Howie,Dallmar,PH1,N,48,0.0,12.23,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.94,16.27,4.48,4.4,3.27,0.0,0.0
220,DOLLBO01,1947,Bob,Doll,ST1,N,42,0.0,10.62,0.0,0.0,0.0,0.62,0.0,0.0,0.0,2.55,15.67,4.14,3.52,2.33,0.0,0.0
221,DOWNEBI01,1947,Bill,Downey,PRO,N,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
222,EHLERED01,1947,Eddie,Ehlers,BOS,N,40,0.0,7.15,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.3,10.42,2.6,3.6,1.95,0.0,0.0
223,EZERSJO01,1947,Johnny,Ezersky,PRO,N,25,0.0,10.12,0.0,0.0,0.0,0.64,0.0,0.0,0.0,2.48,15.04,3.8,4.16,2.52,0.0,0.0
224,FEERIBO01,1947,Bob,Feerick,WSC,N,48,0.0,16.15,0.0,0.0,0.0,1.17,0.0,0.0,0.0,2.9,17.94,6.1,5.0,3.94,0.0,0.0
225,FITZGDI01,1947,Dick,Fitzgerald,PRO,N,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
226,FLEISJE01,1947,Jerry,Fleishman,PH1,N,46,0.0,7.24,0.0,0.0,0.0,0.93,0.0,0.0,0.0,2.65,10.89,2.59,3.0,2.07,0.0,0.0
227,FUETSHE01,1947,Herm,Fuetsch,BA1,N,42,0.0,2.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.93,3.33,1.0,0.95,0.6,0.0,0.0
228,FULKSJO01,1947,Joe,Fulks,PH1,N,43,0.0,22.07,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.77,29.26,7.58,9.07,6.91,0.0,0.0
229,GAINEEL01,1947,Elmer,Gainer,BA1,N,5,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.6,1.8,0.2,1.2,0.6,0.0,0.0
230,GARFIJA01,1947,Jack,Garfinkel,BOS,N,43,0.0,6.12,0.0,0.0,0.0,1.37,0.0,0.0,0.0,1.81,8.84,2.65,1.07,0.81,0.0,0.0
231,GILMUCH01,1947,Chuck,Gilmur,CH1,N,48,0.0,9.56,0.0,0.0,0.0,1.6,0.0,0.0,0.0,4.81,12.44,3.77,3.08,2.02,0.0,0.0
232,GOODWWI01,1947,Wilfred,Goodwin,PRO,N,24,0.0,3.79,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1.5,6.46,1.5,1.12,0.79,0.0,0.0
233,GOTTLLE01,1947,Leo,Gottlieb,NYK,N,27,0.0,4.85,0.0,0.0,0.0,0.44,0.0,0.0,0.0,1.33,8.44,2.19,0.78,0.48,0.0,0.0
234,GRAYWY01,1947,Wyndol,Gray,TOT,N,12,0.0,1.08,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.33,3.08,0.5,0.33,0.08,0.0,0.0
235,GRAYWY01,1947,Wyndol,Gray,PRO,N,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
236,GRAYWY01,1947,Wyndol,Gray,SL1,N,11,0.0,1.18,0.0,0.0,0.0,0.27,0.0,0.0,0.0,1.45,3.27,0.55,0.27,0.09,0.0,0.0
237,HALBECH01,1947,Chuck,Halbert,CH1,N,6,0.0,5.17,0.0,0.0,0.0,0.33,0.0,0.0,0.0,2.33,9.17,2.0,3.33,1.17,0.0,0.0
238,HALBECH01,1947,Chuck,Halbert,TOT,N,46,0.0,9.83,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2.74,13.15,3.39,4.78,3.04,0.0,0.0
239,HALBECH01,1947,Chuck,Halbert,PH1,N,40,0.0,10.52,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.8,13.75,3.6,5.0,3.32,0.0,0.0
240,HANKICE01,1947,Cecil,Hankins,BOS,N,25,0.0,2.8,0.0,0.0,0.0,0.32,0.0,0.0,0.0,1.12,4.64,0.92,1.4,0.96,0.0,0.0
241,HERMSCL01,1947,Clarence,Hermsen,BA1,N,48,0.0,11.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.21,15.94,4.42,4.73,3.15,0.0,0.0
242,HERTZSI01,1947,Sidney,Hertzberg,NYK,N,4,0.0,1.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,3.5,0.25,1.0,0.75,0.0,0.0
243,HERTZSI01,1947,Sidney,Hertzberg,TOT,N,41,0.0,6.78,0.0,0.0,0.0,0.56,0.0,0.0,0.0,1.49,10.1,2.68,1.78,1.41,0.0,0.0
244,HERTZSI01,1947,Sidney,Hertzberg,WSC,N,37,0.0,7.38,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.57,10.81,2.95,1.86,1.49,0.0,0.0
245,HEWSOJA01,1947,Jack,Hewson,BOS,N,24,0.0,2.71,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.62,3.71,0.92,1.25,0.88,0.0,0.0
246,HICKEMA01,1947,Matthew,Hickey,PRO,N,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.0,0.0
247,HILLHAR01,1947,Art,Hillhouse,PH1,N,11,0.0,5.27,0.0,0.0,0.0,0.27,0.0,0.0,0.0,2.73,6.45,1.27,3.36,2.73,0.0,0.0
248,HOEFEAD01,1947,Adolph,Hoefer,BOS,N,7,0.0,1.43,0.0,0.0,0.0,0.43,0.0,0.0,0.0,2.43,2.71,0.43,1.14,0.57,0.0,0.0
249,HOFFMPA01,1947,Paul,Hoffman,BA1,N,37,0.0,10.49,0.0,0.0,0.0,0.62,0.0,0.0,0.0,3.32,11.03,3.84,4.24,2.81,0.0,0.0
250,HOLUBDI01,1947,Dick,Holub,NYK,N,48,0.0,10.5,0.0,0.0,0.0,0.77,0.0,0.0,0.0,3.31,13.79,4.06,3.75,2.38,0.0,0.0
251,HUBBABO01,1947,Bob,Hubbard,PRO,N,28,0.0,5.43,0.0,0.0,0.0,0.39,0.0,0.0,0.0,1.21,7.11,2.07,1.86,1.29,0.0,0.0
252,HUSTOPA01,1947,Paul,Huston,CH1,N,46,0.0,3.57,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.78,4.67,1.11,1.93,1.35,0.0,0.0
253,JANISJO01,1947,John,Janisch,BOS,N,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,0.33,0.67,0.33,0.0,0.0
254,JANISJO01,1947,John,Janisch,TOT,N,10,0.0,3.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.5,5.0,1.4,1.6,0.9,0.0,0.0
255,JANISJO01,1947,John,Janisch,PRO,N,7,0.0,4.86,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.29,6.14,1.86,2.0,1.14,0.0,0.0
256,JEANNBU01,1947,Buddy,Jeannette,BA1,N,46,0.0,10.67,0.0,0.0,0.0,1.52,0.0,0.0,0.0,3.2,9.35,3.26,5.48,4.15,0.0,0.0
257,JORGEJO01,1947,Johnny,Jorgensen,BA1,N,2,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,1.0,0.5,0.5,0.0,0.0
258,JORGEJO01,1947,Johnny,Jorgensen,CH1,N,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
259,JORGEJO01,1947,Johnny,Jorgensen,TOT,N,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,3.0,1.33,0.33,0.33,0.0,0.0
260,KAPLORA01,1947,Ralph,Kaplowitz,PH1,N,48,0.0,3.94,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.08,6.08,1.48,1.25,0.98,0.0,0.0
261,KELLYGE01,1947,Gerard,Kelly,PRO,N,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.33,1.0,0.33,0.0,0.0,0.0
262,KLOTZHE01,1947,Herm,Klotz,BA1,N,11,0.0,1.36,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.27,2.82,0.64,0.27,0.09,0.0,0.0
263,KNORELE01,1947,Lee,Knorek,NYK,N,48,0.0,5.4,0.0,0.0,0.0,1.04,0.0,0.0,0.0,3.56,7.69,2.06,2.5,1.27,0.0,0.0
264,KUKARA01,1947,Ray,Kuka,NYK,N,44,0.0,5.18,0.0,0.0,0.0,0.61,0.0,0.0,0.0,2.66,6.2,2.02,1.91,1.14,0.0,0.0
265,LEWISGR01,1947,Grady,Lewis,BA1,N,21,0.0,7.1,0.0,0.0,0.0,1.33,0.0,0.0,0.0,3.14,8.9,2.62,3.0,1.86,0.0,0.0
266,LEWISGR01,1947,Grady,Lewis,TOT,N,45,0.0,7.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,3.36,9.44,2.53,3.0,1.93,0.0,0.0
267,LEWISGR01,1947,Grady,Lewis,SL1,N,24,0.0,6.92,0.0,0.0,0.0,0.54,0.0,0.0,0.0,3.54,9.92,2.46,3.0,2.0,0.0,0.0
268,LOGANJO01,1947,Johnny,Logan,ST1,N,48,0.0,13.42,0.0,0.0,0.0,1.29,0.0,0.0,0.0,2.94,15.29,4.6,5.67,4.21,0.0,0.0
269,MAHNKJO01,1947,John,Mahnken,WSC,N,48,0.0,6.58,0.0,0.0,0.0,0.65,0.0,0.0,0.0,3.15,10.96,2.73,1.83,1.12,0.0,0.0
270,MARIASA01,1947,Saul,Mariaschin,BOS,N,43,0.0,7.74,0.0,0.0,0.0,1.4,0.0,0.0,0.0,2.81,10.77,2.91,2.72,1.93,0.0,0.0
271,MARTIDO01,1947,Don,Martin,ST1,N,39,0.0,2.18,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.56,3.85,0.9,0.85,0.38,0.0,0.0
272,MARTIDO02,1947,Donald,Martin,PRO,N,32,0.0,3.16,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.53,6.03,1.44,0.62,0.28,0.0,0.0
273,MAUGHAR01,1947,Ariel,Maughan,TOT,N,42,0.0,4.38,0.0,0.0,0.0,0.14,0.0,0.0,0.0,2.12,6.1,1.81,1.26,0.76,0.0,0.0
274,MAUGHAR01,1947,Ariel,Maughan,PRO,N,14,0.0,3.93,0.0,0.0,0.0,0.14,0.0,0.0,0.0,2.57,6.5,1.57,1.14,0.79,0.0,0.0
275,MAUGHAR01,1947,Ariel,Maughan,SL1,N,28,0.0,4.61,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.89,5.89,1.93,1.32,0.75,0.0,0.0
276,MCKINHO01,1947,Horace,Mckinney,WSC,N,43,0.0,11.28,0.0,0.0,0.0,0.84,0.0,0.0,0.0,4.09,15.81,4.23,4.37,2.81,0.0,0.0
277,MCNABCH01,1947,Chet,Mcnabb,BA1,N,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
278,MEARNGE01,1947,George,Mearns,PRO,N,24,0.0,2.54,0.0,0.0,0.0,0.42,0.0,0.0,0.0,2.71,4.79,0.96,1.29,0.62,0.0,0.0
279,MEINHCA01,1947,Carl,Meinhold,BA1,N,48,0.0,5.27,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.33,7.42,2.25,1.25,0.77,0.0,0.0
280,MIASEST01,1947,Stan,Miasek,CH1,N,48,0.0,14.92,0.0,0.0,0.0,0.65,0.0,0.0,0.0,4.0,18.06,5.48,6.46,3.96,0.0,0.0
281,MISAKWA01,1947,Wat,Misaka,NYK,N,3,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,4.33,1.0,1.0,0.33,0.0,0.0
282,MUNROGE01,1947,George,Munroe,BOS,N,21,0.0,3.38,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.95,4.33,1.29,1.24,0.81,0.0,0.0
283,MUSIAN01,1947,Angelo,Musi,PH1,N,43,0.0,7.42,0.0,0.0,0.0,0.23,0.0,0.0,0.0,1.3,11.28,3.12,1.7,1.19,0.0,0.0
284,NOELPA01,1947,Paul,Noel,NYK,N,29,0.0,3.41,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.41,4.76,1.38,1.03,0.66,0.0,0.0
285,NORLAJO01,1947,Johnny,Norlander,WSC,N,48,0.0,9.77,0.0,0.0,0.0,0.92,0.0,0.0,0.0,2.12,11.31,3.48,3.79,2.81,0.0,0.0
286,NOSTRGE01,1947,George,Nostrand,PRO,N,45,0.0,11.58,0.0,0.0,0.0,0.67,0.0,0.0,0.0,3.29,14.67,4.36,5.31,2.87,0.0,0.0
287,NOSZKST01,1947,Stan,Noszka,BOS,N,22,0.0,3.55,0.0,0.0,0.0,0.18,0.0,0.0,0.0,2.36,4.41,1.23,1.59,1.09,0.0,0.0
288,OBRIBO01,1947,Bob,O'brien,PH1,N,22,0.0,2.23,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.82,3.68,0.77,1.18,0.68,0.0,0.0
289,OGRAFR01,1947,Francis,O'grady,ST1,N,44,0.0,3.86,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.39,5.84,1.52,1.23,0.82,0.0,0.0
290,OKEEDI01,1947,Dick,O'keefe,WSC,N,37,0.0,4.22,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2.3,6.95,1.7,1.59,0.81,0.0,0.0
291,PALMEJO01,1947,John,Palmer,NYK,N,48,0.0,12.96,0.0,0.0,0.0,0.94,0.0,0.0,0.0,3.1,14.79,4.67,4.88,3.62,0.0,0.0
292,PHILLAN01,1947,Andy,Phillip,CH1,N,32,0.0,10.81,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.34,13.28,4.47,3.22,1.88,0.0,0.0
293,PUTMADO01,1947,Don,Putman,ST1,N,42,0.0,6.36,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.26,9.5,2.5,2.0,1.36,0.0,0.0
